,지자체명,시도명,시군구명,지역명칭,도로명,건축년도,건축구조,건축면적,대지면적(제곱미터),행정동,등급,기준일자,관리기관명,밀집구역포함여부,면적,소유자,관리기관전화번호,아파트,관리부서,건축물구조,건물용도,건물주소,건물구조,건물규모,경도
15,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,달맞이길117번라길 96,1996,철근콘크리트구조,148.78,254.5,,,,,,,,,,,,,,,,
16,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,좌동순환로468번길 28-8,1987,벽돌구조,90.03,161.0,,,,,,,,,,,,,,,,
17,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,구남로21번길 11-6,1985,블록구조,83.24,145.0,,,,,,,,,,,,,,,,
18,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,달맞이길117번다길 197,1992,철근콘크리트구조,246.37,528.3,,,,,,,,,,,,,,,,
19,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,구남로21번길 13-5,1985,블록구조,36.0,56.0,,,,,,,,,,,,,,,,
20,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,달맞이길 29-15,1968,블록구조,43.47,86.0,,,,,,,,,,,,,,,,
21,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,,1953,일반목구조,26.45,182.0,,,,,,,,,,,,,,,,
22,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,좌동순환로468번길 65-1,1953,시멘트블럭조,0.0,215.0,,,,,,,,,,,,,,,,
23,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대해변로 339-5,2000,철근콘크리트구조,189.85,256.0,,,,,,,,,,,,,,,,
24,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,좌동순환로468번나길 9-9,1969,시멘트블럭조,0.0,132.0,,,,,,,,,,,,,,,,
25,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대해변로 339-9,1938,일반목구조,52.89,250.0,,,,,,,,,,,,,,,,
26,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,달맞이길117번나길 175-19,1997,철근콘크리트구조,146.94,283.9,,,,,,,,,,,,,,,,
27,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,달맞이길117번나길 175-19,1997,철근콘크리트구조,146.94,283.9,,,,,,,,,,,,,,,,
28,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,중동2로24번길 3-6,1974,벽돌구조,70.4,155.9,,,,,,,,,,,,,,,,
29,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,중동2로26번길 6,1976,블록구조,78.58,155.0,,,,,,,,,,,,,,,,
30,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,중동1로17번길 32-13,1974,블록구조,25.78,65.2,,,,,,,,,,,,,,,,
31,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,중동2로26번길 11,1997,기타조적구조,66.2,89.0,,,,,,,,,,,,,,,,
32,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대해변로351번길 17,1969,블록구조,49.59,86.0,,,,,,,,,,,,,,,,
33,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대해변로351번길 21,1970,블록구조,56.66,205.0,,,,,,,,,,,,,,,,
34,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,중동2로 31-8,1971,블록구조,26.45,63.6,,,,,,,,,,,,,,,,
35,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대해변로359번길 13-1,1985,블록구조,26.25,30.0,,,,,,,,,,,,,,,,
36,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대해변로357번길 10-5,1973,블록구조,56.08,107.0,,,,,,,,,,,,,,,,
37,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,중동2로26번길 15-8,1968,벽돌구조,48.79,149.0,,,,,,,,,,,,,,,,
38,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,중동2로34번길 24,1978,블록구조,86.78,437.0,,,,,,,,,,,,,,,,
39,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로49번길 17-6,1974,블록구조,55.2,139.0,,,,,,,,,,,,,,,,
40,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로 45-8,1971,블록구조,42.98,64.0,,,,,,,,,,,,,,,,
41,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로 45-6,1976,블록구조,81.98,165.0,,,,,,,,,,,,,,,,
42,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로20번가길 19-13,1975,블록구조,59.05,119.0,,,,,,,,,,,,,,,,
43,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로 53,1979,철근콘크리트구조,224.46,449.0,,,,,,,,,,,,,,,,
44,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로49번가길 13-1,1974,블록구조,59.5,99.0,,,,,,,,,,,,,,,,
45,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로49번가길 16,1985,블록구조,29.6,30.0,,,,,,,,,,,,,,,,
46,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로49번가길 17,1973,블록구조,23.14,63.0,,,,,,,,,,,,,,,,
47,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로49번가길 15-4,1973,블록구조,33.06,83.0,,,,,,,,,,,,,,,,
48,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로49번가길 15-13,1972,블록구조,42.98,99.0,,,,,,,,,,,,,,,,
49,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로38번길 31-12,1974,블록구조,47.08,106.0,,,,,,,,,,,,,,,,
50,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동3로 6-27,1969,블록구조,41.98,102.0,,,,,,,,,,,,,,,,
51,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로 69-4,1985,블록구조,104.94,66.0,,,,,,,,,,,,,,,,
52,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번가길 10-7,1991,벽돌구조,46.61,108.0,,,,,,,,,,,,,,,,
53,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로32번길 2-6,1992,기타조적구조,28.22,53.0,,,,,,,,,,,,,,,,
54,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번가길 20-13,1969,벽돌구조,49.59,99.0,,,,,,,,,,,,,,,,
55,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번가길 20-7,1973,블록구조,38.02,93.0,,,,,,,,,,,,,,,,
56,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로20번가길 60-8,1992,기타조적구조,66.72,112.27,,,,,,,,,,,,,,,,
57,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동3로11번길 8-10,1973,블록구조,49.59,155.0,,,,,,,,,,,,,,,,
58,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로71번길 20,1992,철근콘크리트구조,227.3,393.0,,,,,,,,,,,,,,,,
59,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번길 17-13,1976,블록구조,56.2,152.0,,,,,,,,,,,,,,,,
60,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번길 17-11,1979,블록구조,99.3,166.0,,,,,,,,,,,,,,,,
61,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번길 17-11,1979,블록구조,99.3,166.0,,,,,,,,,,,,,,,,
62,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로391번길 24-1,1974,블록구조,67.21,126.0,,,,,,,,,,,,,,,,
63,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로391번길 24,1974,블록구조,64.46,122.0,,,,,,,,,,,,,,,,
64,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로391번길 22,1970,블록구조,46.61,149.0,,,,,,,,,,,,,,,,
65,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로391번길 18,1985,블록구조,27.0,60.0,,,,,,,,,,,,,,,,
66,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로391번길 10-3,1985,블록구조,34.2,56.0,,,,,,,,,,,,,,,,
67,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로32번길 48-6,1980,벽돌구조,316.26,532.0,,,,,,,,,,,,,,,,
68,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로32번길 43-11,1993,철근콘크리트구조,324.29,558.58,,,,,,,,,,,,,,,,
69,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동1로85번길 28-13,1969,벽돌구조,36.69,116.0,,,,,,,,,,,,,,,,
70,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로391번길 11-10,1985,블록구조,12.495,13.0,,,,,,,,,,,,,,,,
71,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,좌동순환로8번길 45-8,1975,블록구조,65.94,126.0,,,,,,,,,,,,,,,,
72,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로391번길 11-34,1971,블록구조,34.71,46.0,,,,,,,,,,,,,,,,
73,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로32번길 55-4,1991,벽돌구조,69.2,116.0,,,,,,,,,,,,,,,,
74,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로60번길 17,1994,철근콘크리트구조,116.52,588.0,,,,,,,,,,,,,,,,
75,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번길 69-5,1969,블록구조,49.59,136.0,,,,,,,,,,,,,,,,
76,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동3로11번가길 21,1979,블록구조,64.72,132.0,,,,,,,,,,,,,,,,
77,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번길 77-6,1997,기타조적구조,80.75,155.0,,,,,,,,,,,,,,,,
78,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동3로11번길 30-13,1982,블록구조,72.83,126.0,,,,,,,,,,,,,,,,
79,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동3로11번가길 36,1978,블록구조,56.62,101.0,,,,,,,,,,,,,,,,
80,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동3로11번가길 51,1973,블록구조,62.99,136.0,,,,,,,,,,,,,,,,
81,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,우동2로30번길 106,1988,벽돌구조,112.27,296.0,,,,,,,,,,,,,,,,
82,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로 327,1980,블록구조,49.59,70.0,,,,,,,,,,,,,,,,
83,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로 329-3,1977,블록구조,50.98,109.0,,,,,,,,,,,,,,,,
84,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로 329-5,1975,벽돌구조,65.97,126.0,,,,,,,,,,,,,,,,
85,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로295번길 50,1975,블록구조,51.13,238.0,,,,,,,,,,,,,,,,
86,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로295번길 67-13,1979,블록구조,62.11,110.0,,,,,,,,,,,,,,,,
87,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로295번가길 12-3,1978,블록구조,69.87,142.0,,,,,,,,,,,,,,,,
88,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로295번길 49-12,1989,벽돌구조,65.49,114.0,,,,,,,,,,,,,,,,
89,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로295번길 43-3,1978,시멘트블럭조,0.0,177.0,,,,,,,,,,,,,,,,
90,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로295번길 31-4,1979,블록구조,333.54,609.0,,,,,,,,,,,,,,,,
91,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로295번길 21,1974,블록구조,50.57,76.0,,,,,,,,,,,,,,,,
92,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로295번길 17-1,1993,기타조적구조,65.1,109.0,,,,,,,,,,,,,,,,
93,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로383번길 162-5,1985,블록구조,39.0,76.0,,,,,,,,,,,,,,,,
94,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로 197-27,1977,블록구조,50.93,99.0,,,,,,,,,,,,,,,,
95,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로191번길 27,1981,벽돌구조,104.46,320.0,,,,,,,,,,,,,,,,
96,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로191번길 31-4,1977,블록구조,60.2,103.0,,,,,,,,,,,,,,,,
97,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로191번길 33,1977,블록구조,63.2,119.0,,,,,,,,,,,,,,,,
98,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,송정중앙로6번길 76,1978,블록구조,72.11,141.0,,,,,,,,,,,,,,,,
99,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로11번길 68-5,1984,블록구조,44.81,63.0,,,,,,,,,,,,,,,,
100,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로11번길 68-7,1975,블록구조,35.29,278.0,,,,,,,,,,,,,,,,
101,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로27번길 30-5,1973,블록구조,41.32,112.0,,,,,,,,,,,,,,,,
102,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,송정중앙로8번길 51-13,1970,블록구조,41.98,162.0,,,,,,,,,,,,,,,,
103,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로 49-26,1985,블록구조,36.0,60.0,,,,,,,,,,,,,,,,
104,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,송정중앙로33번길 35,1991,벽돌구조,93.06,156.0,,,,,,,,,,,,,,,,
105,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로64번길 36-6,1989,벽돌구조,78.35,135.0,,,,,,,,,,,,,,,,
106,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로64번가길 32-1,1988,벽돌구조,109.44,217.1,,,,,,,,,,,,,,,,
107,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,송정중앙로15번길 42,1980,블록구조,184.79,665.5,,,,,,,,,,,,,,,,
108,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,송정중앙로15번길 42,1980,블록구조,184.79,665.5,,,,,,,,,,,,,,,,
109,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로84번길 76-8,1996,철근콘크리트구조,99.28,180.3,,,,,,,,,,,,,,,,
110,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로84번길 76-8,1996,철근콘크리트구조,99.28,180.3,,,,,,,,,,,,,,,,
111,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재송1로20번길 5,1985,벽돌구조,81.24,139.6,,,,,,,,,,,,,,,,
112,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로108번길 39,1973,블록구조,44.63,137.0,,,,,,,,,,,,,,,,
113,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재송1로 27-1,1996,기타조적구조,98.61,167.9,,,,,,,,,,,,,,,,
114,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로 109-28,1987,벽돌구조,53.98,93.49,,,,,,,,,,,,,,,,
115,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로76번길 48-9,1976,벽돌구조,70.08,145.0,,,,,,,,,,,,,,,,
116,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재송2로 196,1993,철근콘크리트구조,334.88,568.3,,,,,,,,,,,,,,,,
117,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로81번가길 38-16,1991,철근콘크리트구조,61.92,104.9,,,,,,,,,,,,,,,,
118,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번가길 50,1988,벽돌구조,91.62,158.0,,,,,,,,,,,,,,,,
119,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,326.68,7156.7,,,,,,,,,,,,,,,,
120,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,411.24,7156.7,,,,,,,,,,,,,,,,
121,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,411.24,7156.7,,,,,,,,,,,,,,,,
122,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,435.57,7156.7,,,,,,,,,,,,,,,,
123,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,435.57,7156.7,,,,,,,,,,,,,,,,
124,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,435.57,7156.7,,,,,,,,,,,,,,,,
125,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,308.43,7156.7,,,,,,,,,,,,,,,,
126,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,326.68,7156.7,,,,,,,,,,,,,,,,
127,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,411.24,7156.7,,,,,,,,,,,,,,,,
128,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,411.24,7156.7,,,,,,,,,,,,,,,,
129,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,411.24,7156.7,,,,,,,,,,,,,,,,
130,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,411.24,7156.7,,,,,,,,,,,,,,,,
131,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,411.24,7156.7,,,,,,,,,,,,,,,,
132,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,326.68,7156.7,,,,,,,,,,,,,,,,
133,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로165번길 82,1981,철근콘크리트구조,308.43,7156.7,,,,,,,,,,,,,,,,
134,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재송2로 53,1992,철근콘크리트구조,104.06,174.6,,,,,,,,,,,,,,,,
135,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 36,1974,철근콘크리트구조,39.67,2000.0,,,,,,,,,,,,,,,,
136,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로 182,1981,철근콘크리트구조,285.09,1956.8,,,,,,,,,,,,,,,,
137,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재반로 182,1981,철근콘크리트구조,285.09,1956.8,,,,,,,,,,,,,,,,
138,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,재송2로89번길 21,1993,철근콘크리트구조,128.71,214.9,,,,,,,,,,,,,,,,
139,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,반여로 12,1977,블록구조,103.8,248.0,,,,,,,,,,,,,,,,
140,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
141,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
142,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
143,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,367.34,7662.7,,,,,,,,,,,,,,,,
144,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,367.34,7662.7,,,,,,,,,,,,,,,,
145,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
146,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
147,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
148,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
149,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,275.5,7662.7,,,,,,,,,,,,,,,,
150,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,367.34,7662.7,,,,,,,,,,,,,,,,
151,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
152,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
153,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
154,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
155,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,459.17,7662.7,,,,,,,,,,,,,,,,
156,대구광역시 동구_빈집 등급 및 동별 현황_20211231.csv,,,,해운대로61번길 62-7,1980,철근콘크리트구조,275.5,7662.7,,,,,,,,,,,,,,,,
